Item No.,Description,Country of Origin,Quantity,Unit Price (SLE),Unit Price (USD),Total Price (SLE),Total Price (USD)
1,HP 23.8-inch All-in-One Desktop PC (Core i3, 8GB, 256GB SSD, Win11),China,5,11700.00,519.32,58500.00,2596.60
2,HP 27" FHD IPS All in One Desktop PC (Ryzen 7, 16GB, 1TB SSD, Win11 Pro),China,3,31500.00,1398.16,94500.00,4194.48
3,Dell Pro Slim QCS1250 Desktop (Core i7, 16GB DDR5, 1TB PCIe SSD, Win11),China,4,29700.00,1318.27,118800.00,5273.08
4,HP ProLiant BL460c G7 Blade Server (2x X5660 Xeon, 48GB, 2x146GB),China,2,36000.00,1597.69,72000.00,3195.38
5,Dell Tower Desktop ECT1250 (Core Ultra 7, 32GB, 1TB SSD, Win11),China,3,18000.00,798.85,54000.00,2396.55
6,Lenovo ThinkPad X13 Yoga Laptop (i5-10210U, 16GB, 256GB SSD, Win11 Pro),China,5,26000.00,1154.04,130000.00,5770.20
7,Lenovo ThinkPad X1 Carbon Gen 13 (Ultra 7 266V, 16GB, 512GB SSD),China,3,55000.00,2441.23,165000.00,7323.69
8,HP Envy x360 2-in-1 Laptop (14" FHD, Core 5 120U, 8GB, 512GB SSD),China,4,35000.00,1553.51,140000.00,6214.04
9,Lenovo V15 Gen 4 Laptop (15.6" FHD, i5-13420H, 16GB, 512GB SSD),China,5,20000.00,887.72,100000.00,4438.60
10,HP Omni Book 5 Laptop (16" Touch, Ultra 7 255U, 16GB, 512GB SSD),China,3,40000.00,1775.44,120000.00,5326.32
12,HP Omni Book 7 Flip 2-in-1 Laptop (14" 2K, Ultra i7 256V, 16GB, 1TB),China,3,47000.00,2086.14,141000.00,6258.42
13,Lenovo ThinkPad X1 Carbon Gen 13 (14" 2.8K, Ultra 7 266V, 16GB, 512GB),China,3,55000.00,2441.23,165000.00,7323.69
14,Lenovo ThinkPad E14 (i5 10th Gen, 8GB, 1TB HDD+128GB SSD, Win10),China,5,26000.00,1154.04,130000.00,5770.20
15,Lenovo ThinkPad 15.6" Laptop (Core i7 10th Gen, 16GB, 512GB SSD),China,4,32000.00,1420.35,128000.00,5681.40
16,Apple MacBook Pro 16" (16GB RAM, 1TB Storage, Core i9),China,2,40000.00,1775.44,80000.00,3550.88
17,Microsoft Surface Pro X Convertible Laptop (SQ1, 8GB, 128GB SSD),China,3,38000.00,1686.67,114000.00,5060.01
18,Microsoft Surface Pro 7 (i5 10th Gen, 8GB, 128GB SSD),China,3,30000.00,1331.58,90000.00,3994.74
19,ASUS Zenbook 14 OLED Laptop (Ultra 9 285H, 32GB, 1TB SSD),China,3,40000.00,1775.44,120000.00,5326.32
20,Dell Inspiron 15.6" Laptop (i5-1334U, 32GB, 1TB PCIe SSD),China,4,18000.00,798.95,72000.00,3195.80
21,Dell 15 Laptop (i7-1355U, 16GB, 512GB SSD, 120Hz Display),China,3,28000.00,1242.81,84000.00,3728.43
22,Samsung Galaxy S25+ (512GB, Unlocked, Snapdragon 8 Elite),China,5,11700.00,519.32,58500.00,2596.60
23,Samsung Galaxy S25 FE (256GB, Unlocked, 5G),China,5,9000.00,399.47,45000.00,1997.35
24,Samsung Galaxy A05 (128GB, 4GB RAM, Dual SIM, Unlocked),China,10,4500.00,199.74,45000.00,1997.40
25,Samsung Galaxy A16 4G LTE (128GB+4GB, 6.7", 50MP Camera),China,10,5000.00,221.93,50000.00,2219.30
26,Samsung Galaxy S20+ 5G (128GB, 12GB, 120Hz AMOLED, IP68),China,5,7000.00,310.70,35000.00,1553.50
27,Samsung Galaxy Tab S10 Ultra (14.6", 256GB+12GB, S Pen),China,5,12500.00,554.83,62500.00,2774.15
28,Samsung Galaxy Tab A9+ (11", 64GB, Quad Speakers),China,10,5000.00,221.93,50000.00,2219.30
29,Samsung Galaxy Tab S11 (128GB WiFi, S Pen),China,5,9000.00,399.47,45000.00,1997.35
30,Samsung Galaxy Tab S9 FE+ WiFi (8GB, 128GB, SIM Slot, S Pen),China,5,8000.00,355.09,40000.00,1775.45
31,Timecity Case for Samsung Galaxy Tab S10 Lite/S9 FE (Heavy Duty),China,20,1100.00,48.82,22000.00,976.40
32,Logitech 2.4G Wireless Mouse,China,50,250.00,11.10,12500.00,555.00
33,2.4G Optical/Corded Mouse,China,50,200.00,8.88,10000.00,444.00
34,Canon image FORMULA R40 Scanner (Duplex, Scans to Cloud),China,5,7000.00,310.70,35000.00,1553.50
35,Epson Workforce ES-400 II Scanner (Color Duplex with ADF),China,3,15000.00,665.79,45000.00,1997.37
36,ScanSnap iX2400 Scanner (100 Page ADF, One-Touch Button),China,3,12000.00,532.63,36000.00,1597.89
37,PS2 Keyboard,China,30,250.00,11.10,7500.00,333.00
38,USB Keyboard,China,30,250.00,11.10,7500.00,333.00
39,Logitech MK220 Wireless Combo (Keyboard and Mouse),China,20,400.00,17.75,8000.00,355.00
45,Dell USB 3.0 Docking Station (Ultra HD, 4K Triple Display),China,10,7000.00,310.70,70000.00,3107.00
46,Tri-Band Wi-Fi Router (AC2200 MU-MIMO),China,10,5000.00,221.93,50000.00,2219.30
47,Wireless Wi-Fi Tri-Band Gigabit Router (Archer C3200),China,10,8000.00,355.09,80000.00,3550.90
